;genome;number_of_records;unknown;staphyloferrin A;staphyloferrin B;staphylopine
GCF_012926955.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001809655.1;Staphylococcus sp. HMSC055A09;2;0;100.0;0;100.0
GCF_012927025.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_020907185.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_003578385.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_015273995.1;Staphylococcus capitis;2;0;100.0;0;88.88888888888889
GCF_001651285.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001073565.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_015273915.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_012926965.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_006546885.1;Staphylococcus sp. SKL71207;2;0;100.0;0;100.0
GCF_001073835.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001215085.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_002902325.1;Staphylococcus capitis subsp. capitis;1;0;100.0;0;0.0
GCA_019391435.1;Staphylococcaceae bacterium;1;0;100.0;0;0.0
GCF_022762895.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_000692055.1;Staphylococcus sp. TE8;2;0;100.0;0;100.0
GCF_001065645.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCA_001458675.1;Staphylococcus capitis;2;0;75.0;0;100.0
GCF_003040615.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_022690645.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_022762885.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_014266475.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_020740145.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_003040655.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_000263775.1;Staphylococcus capitis QN1;1;0;100.0;0;0.0
GCF_003040555.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_006546895.1;Staphylococcus sp. SKL70935;2;0;100.0;0;100.0
GCF_022762945.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001062085.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_020907105.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_007667995.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_003578405.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_007668005.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_029918985.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_012926805.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_018407745.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_020740075.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_007677445.1;Staphylococcus capitis subsp. capitis;2;0;100.0;0;100.0
GCF_015645265.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_901482635.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_001066795.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_023148985.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_017315425.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_013267675.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_015234665.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_018407735.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_001070105.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_029925075.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_020739965.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001073715.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_007667925.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001179785.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_012926855.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_017167295.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_022762925.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_012926825.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_014266065.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_014635765.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_018917165.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_029917375.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_012926925.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_012926845.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_012926735.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_029927405.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_001074935.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_029918685.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_012926945.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCA_019391475.1;Staphylococcaceae bacterium;1;0;100.0;0;0.0
GCF_003040635.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_018407905.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_029928945.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_015274185.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_015273955.1;Staphylococcus capitis;2;0;100.0;0;88.88888888888889
GCF_012926725.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_002276735.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_015274055.1;Staphylococcus capitis;2;0;100.0;0;88.88888888888889
GCF_001837405.1;Staphylococcus sp. HMSC067F07;2;0;100.0;0;100.0
GCF_015669425.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001471555.2;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_013415405.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_029926485.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001220605.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_003578625.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001071095.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_025149525.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_020907165.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_003040595.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001069195.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001063695.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_020667295.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_017315685.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_029918385.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_012927055.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_002356175.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_020682835.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_029928775.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_029926445.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001201015.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCA_003241305.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_024586885.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_027664685.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001073915.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_003040575.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_030230485.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001073605.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_025370135.1;Staphylococcus capitis subsp. capitis;2;0;100.0;0;100.0
GCF_001220005.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_015070475.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_012926605.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001065245.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_012926665.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001813405.1;Staphylococcus sp. HMSC066C03;1;0;100.0;0;0.0
GCF_006546865.1;Staphylococcus sp. SKL71187;2;0;100.0;0;100.0
GCF_023712505.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_002901925.1;Staphylococcus capitis subsp. urealyticus;2;0;100.0;0;100.0
GCF_001651335.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_003040535.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_003039855.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_017167155.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_015273975.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_012926645.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_023713625.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_900068995.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001808345.1;Staphylococcus sp. HMSC06C11;2;0;100.0;0;100.0
GCF_005502985.1;Staphylococcus sp. U;1;0;100.0;0;0.0
GCF_020883475.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_003857145.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_004152695.1;Staphylococcus sp. RIT622;1;0;100.0;0;0.0
GCF_003041075.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001069765.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_012926705.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001028645.1;Staphylococcus capitis subsp. capitis;1;0;100.0;0;0.0
GCF_020740105.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_015274115.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_000499705.1;Staphylococcus capitis CR01;2;0;100.0;0;100.0
GCF_029926435.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_000183705.1;Staphylococcus capitis C87;2;0;100.0;0;100.0
GCF_000221525.1;Staphylococcus capitis VCU116;1;0;100.0;0;0.0
GCF_001060815.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_014266085.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_003041055.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001650395.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_029917325.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_029925065.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_007672395.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_001074775.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_003040675.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_012926715.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_003579065.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_022531845.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_012926865.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_014266725.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_020740065.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_007672495.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_003041035.1;Staphylococcus capitis;3;0;100.0;0;100.0
GCF_007667955.1;Staphylococcus capitis CR01;2;0;100.0;0;100.0
GCF_003578355.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_012926745.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_029927345.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_001650475.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_001073365.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_012926635.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_004329465.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_003039875.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_029927425.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_029928965.1;Staphylococcus capitis;1;0;100.0;0;0.0
GCF_000174135.1;Staphylococcus capitis SK14;1;0;100.0;0;0.0
GCF_029924965.1;Staphylococcus capitis;2;0;100.0;0;100.0
GCF_022762955.1;Staphylococcus capitis;2;0;100.0;0;100.0
